,object,relation,subject
22540,"cloudy, low of 20F, high of 40F",thursday,brentwood
22541,"clear skies, low of 40F, high of 50F",friday,brentwood
22542,"raining, low of 20F, high of 30F",saturday,brentwood
22543,"cloudy, low of 40F, high of 60F",sunday,brentwood
22544,"drizzle, low of 90F, high of 100F",monday,corona
22545,"rain, low of 50F, high of 60F",tuesday,corona
22546,"windy, low of 20F, high of 40F",wednesday,corona
22547,"foggy, low of 80F, high of 90F",thursday,corona
22548,"frost, low of 40F, high of 50F",friday,corona
22549,"snow, low of 30F, high of 40F",saturday,corona
22550,"cloudy, low of 30F, high of 40F",sunday,corona
22552,"cloudy, low of 60F, high of 70F",tuesday,mountain view
22553,"humid, low of 50F, high of 70F",wednesday,mountain view
22554,"windy, low of 80F, high of 90F",thursday,mountain view
22555,"hot, low of 90F, high of 100F",friday,mountain view
22556,"drizzle, low of 90F, high of 100F",saturday,mountain view
22557,"warm, low of 80F, high of 90F",sunday,mountain view
22579,"overcast, low of 30F, high of 40F",monday,fresno
22581,"misty, low of 80F, high of 90F",wednesday,fresno
22583,"dew, low of 80F, high of 90F",friday,fresno
22585,"drizzle, low of 50F, high of 60F",sunday,fresno
22586,"cloudy, low of 20F, high of 30F",monday,seattle
22589,"stormy, low of 70F, high of 90F",thursday,seattle
22590,"drizzle, low of 70F, high of 80F",friday,seattle
22591,"raining, low of 30F, high of 50F",saturday,seattle
22592,"drizzle, low of 90F, high of 100F",sunday,seattle
22593,"frost, low of 30F, high of 40F",monday,atherton
22594,"dew, low of 80F, high of 90F",tuesday,atherton
22596,"dew, low of 50F, high of 70F",thursday,atherton
22598,"raining, low of 20F, high of 30F",saturday,atherton
22599,"foggy, low of 40F, high of 60F",sunday,atherton
22600,"cloudy, low of 30F, high of 40F",monday,san mateo
22601,"dew, low of 90F, high of 100F",tuesday,san mateo
22602,"windy, low of 20F, high of 30F",wednesday,san mateo
22603,"warm, low of 90F, high of 100F",thursday,san mateo
22604,"hail, low of 30F, high of 50F",friday,san mateo
22605,"humid, low of 80F, high of 90F",saturday,san mateo
22606,"frost, low of 50F, high of 60F",sunday,san mateo
22607,"raining, low of 20F, high of 30F",monday,san francisco
22608,"dry, low of 20F, high of 30F",tuesday,san francisco
22609,"dry, low of 80F, high of 100F",wednesday,san francisco
22610,"frost, low of 20F, high of 30F",thursday,san francisco
22612,"snow, low of 80F, high of 100F",saturday,san francisco
22613,"foggy, low of 70F, high of 90F",sunday,san francisco
22615,"clear skies, low of 20F, high of 30F",tuesday,durham
22616,"foggy, low of 70F, high of 80F",wednesday,durham
22618,"dry, low of 80F, high of 100F",friday,durham
22620,"dew, low of 90F, high of 100F",sunday,durham
22621,"raining, low of 70F, high of 80F",monday,boston
22622,"cloudy, low of 80F, high of 90F",tuesday,boston
22624,"overcast, low of 50F, high of 60F",thursday,boston
22625,"dry, low of 80F, high of 90F",friday,boston
22627,"hot, low of 70F, high of 80F",sunday,boston
22628,"cloudy, low of 70F, high of 90F",monday,san mateo
22630,"hot, low of 70F, high of 90F",wednesday,san mateo
22633,"misty, low of 30F, high of 40F",saturday,san mateo
22635,"dry, low of 90F, high of 100F",monday,downtown chicago
22637,"humid, low of 60F, high of 80F",wednesday,downtown chicago
22638,"raining, low of 50F, high of 60F",thursday,downtown chicago
22639,"stormy, low of 60F, high of 80F",friday,downtown chicago
22640,"foggy, low of 50F, high of 60F",saturday,downtown chicago
22642,"cloudy, low of 60F, high of 70F",monday,boston
22644,"misty, low of 30F, high of 50F",wednesday,boston
22645,"frost, low of 30F, high of 40F",thursday,boston
22646,"blizzard, low of 20F, high of 30F",friday,boston
22647,"dry, low of 20F, high of 30F",saturday,boston
22648,"dew, low of 70F, high of 80F",sunday,boston
22650,"drizzle, low of 40F, high of 60F",tuesday,menlo park
22651,"cloudy, low of 80F, high of 90F",wednesday,menlo park
22652,"clear skies, low of 40F, high of 60F",thursday,menlo park
22653,"cloudy, low of 80F, high of 90F",friday,menlo park
22654,"misty, low of 50F, high of 60F",saturday,menlo park
22655,"rain, low of 60F, high of 70F",sunday,menlo park
22656,"rain, low of 80F, high of 100F",monday,san francisco
22657,"overcast, low of 60F, high of 70F",tuesday,san francisco
22658,"stormy, low of 70F, high of 80F",wednesday,san francisco
22659,"clear skies, low of 60F, high of 80F",thursday,san francisco
22660,"rain, low of 30F, high of 40F",friday,san francisco
22661,"misty, low of 50F, high of 70F",saturday,san francisco
22662,"foggy, low of 40F, high of 60F",sunday,san francisco
22663,"clear skies, low of 50F, high of 70F",monday,exeter
22664,"cloudy, low of 90F, high of 100F",tuesday,exeter
22668,"dry, low of 30F, high of 40F",saturday,exeter
22670,"windy, low of 30F, high of 40F",monday,san jose
22671,"hot, low of 60F, high of 70F",tuesday,san jose
22674,"drizzle, low of 80F, high of 100F",friday,san jose
22675,"blizzard, low of 50F, high of 60F",saturday,san jose
22676,"clear skies, low of 70F, high of 80F",sunday,san jose
22679,"snow, low of 70F, high of 90F",wednesday,corona
22680,"stormy, low of 60F, high of 80F",thursday,corona
22681,"drizzle, low of 80F, high of 100F",friday,corona
22682,"cloudy, low of 40F, high of 60F",saturday,corona
22683,"dry, low of 30F, high of 40F",sunday,corona
22684,"drizzle, low of 30F, high of 50F",monday,fresno
22685,"frost, low of 50F, high of 60F",tuesday,fresno
22686,"overcast, low of 40F, high of 50F",wednesday,fresno
22687,"dry, low of 90F, high of 100F",thursday,fresno
22688,"raining, low of 50F, high of 60F",friday,fresno
22689,"clear skies, low of 60F, high of 80F",saturday,fresno
22690,"overcast, low of 30F, high of 50F",sunday,fresno
22691,"frost, low of 20F, high of 30F",monday,inglewood
22692,"frost, low of 20F, high of 40F",tuesday,inglewood
22695,"rain, low of 80F, high of 100F",friday,inglewood
22696,"hail, low of 90F, high of 100F",saturday,inglewood
22697,"raining, low of 50F, high of 70F",sunday,inglewood
22698,"dry, low of 80F, high of 100F",monday,alhambra
22699,"blizzard, low of 40F, high of 60F",tuesday,alhambra
22701,"windy, low of 90F, high of 100F",thursday,alhambra
22702,"clear skies, low of 20F, high of 30F",friday,alhambra
22703,"foggy, low of 90F, high of 100F",saturday,alhambra
22704,"overcast, low of 20F, high of 40F",sunday,alhambra
22705,"windy, low of 50F, high of 60F",monday,menlo park
22706,"raining, low of 80F, high of 90F",tuesday,menlo park
22707,"hail, low of 70F, high of 90F",wednesday,menlo park
22710,"frost, low of 40F, high of 60F",saturday,menlo park
22711,"overcast, low of 70F, high of 90F",sunday,menlo park
22712,"humid, low of 80F, high of 100F",monday,downtown chicago
22714,"overcast, low of 80F, high of 100F",wednesday,downtown chicago
22715,"foggy, low of 40F, high of 50F",thursday,downtown chicago
22717,"blizzard, low of 30F, high of 40F",saturday,downtown chicago
22718,"blizzard, low of 20F, high of 30F",sunday,downtown chicago
22719,"windy, low of 40F, high of 60F",monday,oakland
22721,"dry, low of 80F, high of 100F",wednesday,oakland
22722,"cloudy, low of 70F, high of 90F",thursday,oakland
22723,"stormy, low of 50F, high of 70F",friday,oakland
22724,"raining, low of 20F, high of 30F",saturday,oakland
22725,"snow, low of 60F, high of 70F",sunday,oakland
22726,"windy, low of 90F, high of 100F",monday,san francisco
22727,"dry, low of 30F, high of 50F",tuesday,san francisco
22729,"snow, low of 30F, high of 40F",thursday,san francisco
22730,"overcast, low of 90F, high of 100F",friday,san francisco
22731,"overcast, low of 90F, high of 100F",saturday,san francisco
22732,"windy, low of 80F, high of 90F",sunday,san francisco
22733,"foggy, low of 30F, high of 50F",monday,san jose
22734,"humid, low of 70F, high of 90F",tuesday,san jose
22735,"windy, low of 60F, high of 70F",wednesday,san jose
22736,"hail, low of 30F, high of 40F",thursday,san jose
22739,"drizzle, low of 30F, high of 40F",sunday,san jose
22740,"clear skies, low of 30F, high of 40F",monday,boston
22741,"cloudy, low of 20F, high of 40F",tuesday,boston
22742,"windy, low of 60F, high of 80F",wednesday,boston
22744,"raining, low of 80F, high of 100F",friday,boston
22745,"drizzle, low of 70F, high of 80F",saturday,boston
22747,"hail, low of 20F, high of 40F",monday,corona
22748,"dry, low of 30F, high of 50F",tuesday,corona
22749,"hail, low of 50F, high of 70F",wednesday,corona
22750,"raining, low of 30F, high of 40F",thursday,corona
22752,"raining, low of 70F, high of 80F",saturday,corona
22754,"cloudy, low of 30F, high of 50F",monday,san mateo
22755,"cloudy, low of 20F, high of 40F",tuesday,san mateo
22756,"dry, low of 80F, high of 90F",wednesday,san mateo
22757,"rain, low of 50F, high of 70F",thursday,san mateo
22759,"rain, low of 50F, high of 60F",saturday,san mateo
22760,"raining, low of 70F, high of 80F",sunday,san mateo
22761,"windy, low of 30F, high of 50F",monday,redwood city
22762,"drizzle, low of 70F, high of 90F",tuesday,redwood city
22764,"drizzle, low of 80F, high of 90F",thursday,redwood city
22766,"foggy, low of 50F, high of 60F",saturday,redwood city
22768,"hail, low of 80F, high of 90F",monday,oakland
22769,"clear skies, low of 60F, high of 70F",tuesday,oakland
22770,"hail, low of 60F, high of 70F",wednesday,oakland
22771,"rain, low of 30F, high of 50F",thursday,oakland
22773,"clear skies, low of 90F, high of 100F",saturday,oakland
22774,"humid, low of 70F, high of 80F",sunday,oakland
22809,the 10th,date,optometrist appointment
22816,"stormy, low of 50F, high of 60F",tuesday,san mateo
22817,"dew, low of 40F, high of 50F",wednesday,san mateo
22818,"dry, low of 60F, high of 80F",thursday,san mateo
22820,"dew, low of 20F, high of 30F",saturday,san mateo
22823,"blizzard, low of 20F, high of 40F",tuesday,grand rapids
22824,"cloudy, low of 40F, high of 60F",wednesday,grand rapids
22825,"foggy, low of 50F, high of 60F",thursday,grand rapids
22827,"dew, low of 40F, high of 60F",saturday,grand rapids
22828,"clear skies, low of 60F, high of 80F",sunday,grand rapids
22829,"frost, low of 30F, high of 40F",monday,alameda
22830,"hot, low of 50F, high of 70F",tuesday,alameda
22831,"overcast, low of 70F, high of 80F",wednesday,alameda
22832,"windy, low of 90F, high of 100F",thursday,alameda
22834,"stormy, low of 30F, high of 50F",saturday,alameda
22835,"hot, low of 90F, high of 100F",sunday,alameda
22836,"windy, low of 30F, high of 40F",monday,downtown chicago
22837,"foggy, low of 90F, high of 100F",tuesday,downtown chicago
22838,"hail, low of 20F, high of 40F",wednesday,downtown chicago
22840,"dry, low of 70F, high of 80F",friday,downtown chicago
22842,"dew, low of 30F, high of 50F",sunday,downtown chicago
22845,"hot, low of 60F, high of 80F",wednesday,menlo park
22846,"overcast, low of 40F, high of 60F",thursday,menlo park
22847,"misty, low of 90F, high of 100F",friday,menlo park
22849,"overcast, low of 50F, high of 60F",sunday,menlo park
22850,"humid, low of 80F, high of 90F",monday,redwood city
22851,"overcast, low of 90F, high of 100F",tuesday,redwood city
22852,"drizzle, low of 50F, high of 70F",wednesday,redwood city
22853,"drizzle, low of 50F, high of 60F",thursday,redwood city
22854,"dry, low of 30F, high of 40F",friday,redwood city
22855,"overcast, low of 50F, high of 70F",saturday,redwood city
22856,"foggy, low of 60F, high of 80F",sunday,redwood city
22857,"foggy, low of 20F, high of 30F",monday,exeter
22858,"misty, low of 40F, high of 50F",tuesday,exeter
22859,"humid, low of 70F, high of 90F",wednesday,exeter
22861,"rain, low of 70F, high of 80F",friday,exeter
22863,"raining, low of 20F, high of 40F",sunday,exeter
22864,"rain, low of 50F, high of 60F",monday,inglewood
22865,"drizzle, low of 40F, high of 50F",tuesday,inglewood
22866,"windy, low of 20F, high of 30F",wednesday,inglewood
22867,"drizzle, low of 70F, high of 90F",thursday,inglewood
22868,"rain, low of 60F, high of 80F",friday,inglewood
22869,"dew, low of 60F, high of 70F",saturday,inglewood
22870,"misty, low of 40F, high of 50F",sunday,inglewood
22871,"frost, low of 30F, high of 40F",monday,corona
22872,"foggy, low of 50F, high of 70F",tuesday,corona
22873,"cloudy, low of 90F, high of 100F",wednesday,corona
22874,"raining, low of 40F, high of 50F",thursday,corona
22875,"windy, low of 20F, high of 30F",friday,corona
22876,"drizzle, low of 20F, high of 30F",saturday,corona
22878,"drizzle, low of 60F, high of 70F",monday,compton
22879,"overcast, low of 30F, high of 50F",tuesday,compton
22880,"drizzle, low of 20F, high of 40F",wednesday,compton
22881,"stormy, low of 20F, high of 40F",thursday,compton
22882,"dew, low of 90F, high of 100F",friday,compton
22884,"misty, low of 70F, high of 90F",sunday,compton
22885,"dry, low of 30F, high of 50F",monday,redwood city
22886,"frost, low of 20F, high of 40F",tuesday,redwood city
22887,"dew, low of 20F, high of 40F",wednesday,redwood city
22888,"hail, low of 80F, high of 90F",thursday,redwood city
22889,"clear skies, low of 50F, high of 60F",friday,redwood city
22890,"cloudy, low of 80F, high of 90F",saturday,redwood city
22891,"rain, low of 80F, high of 90F",sunday,redwood city
22892,"stormy, low of 80F, high of 100F",monday,los angeles
22893,"clear skies, low of 30F, high of 50F",tuesday,los angeles
22895,"clear skies, low of 70F, high of 80F",thursday,los angeles
22896,"stormy, low of 80F, high of 90F",friday,los angeles
22897,"dry, low of 90F, high of 100F",saturday,los angeles
22899,"overcast, low of 20F, high of 30F",monday,seattle
22901,"humid, low of 70F, high of 90F",wednesday,seattle
22902,"windy, low of 60F, high of 80F",thursday,seattle
22903,"dew, low of 80F, high of 90F",friday,seattle
22905,"blizzard, low of 20F, high of 30F",sunday,seattle
22906,"clear skies, low of 50F, high of 70F",monday,grand rapids
22908,"misty, low of 60F, high of 70F",wednesday,grand rapids
22909,"raining, low of 20F, high of 30F",thursday,grand rapids
22910,"frost, low of 40F, high of 50F",friday,grand rapids
22912,"frost, low of 50F, high of 60F",sunday,grand rapids
22918,7 miles,distance,tai pan
22937,"humid, low of 70F, high of 90F",monday,redwood city
22939,"dry, low of 80F, high of 90F",wednesday,redwood city
22941,"drizzle, low of 90F, high of 100F",friday,redwood city
22943,"stormy, low of 70F, high of 90F",sunday,redwood city
22944,"foggy, low of 20F, high of 40F",monday,san jose
22945,"misty, low of 80F, high of 90F",tuesday,san jose
22947,"cloudy, low of 50F, high of 70F",thursday,san jose
22949,"rain, low of 20F, high of 30F",saturday,san jose
22950,"overcast, low of 50F, high of 60F",sunday,san jose
22954,"cloudy, low of 30F, high of 50F",thursday,fresno
22956,"windy, low of 40F, high of 60F",saturday,fresno
22957,"foggy, low of 70F, high of 90F",sunday,fresno
22959,"frost, low of 40F, high of 60F",tuesday,new york
22960,"overcast, low of 40F, high of 50F",wednesday,new york
22962,"windy, low of 80F, high of 100F",friday,new york
22963,"warm, low of 50F, high of 70F",saturday,new york
22964,"dew, low of 90F, high of 100F",sunday,new york
22965,"rain, low of 50F, high of 60F",monday,san francisco
22966,"warm, low of 90F, high of 100F",tuesday,san francisco
22967,"cloudy, low of 20F, high of 40F",wednesday,san francisco
22968,"humid, low of 80F, high of 90F",thursday,san francisco
22969,"misty, low of 20F, high of 30F",friday,san francisco
22970,"frost, low of 40F, high of 50F",saturday,san francisco
22971,"raining, low of 20F, high of 40F",sunday,san francisco
22972,"misty, low of 40F, high of 50F",monday,san mateo
22974,"overcast, low of 50F, high of 60F",wednesday,san mateo
22975,"snow, low of 20F, high of 30F",thursday,san mateo
22977,"misty, low of 40F, high of 60F",saturday,san mateo
22978,"cloudy, low of 40F, high of 50F",sunday,san mateo
22979,"dew, low of 60F, high of 70F",monday,mountain view
22980,"snow, low of 90F, high of 100F",tuesday,mountain view
22982,"overcast, low of 70F, high of 80F",thursday,mountain view
22983,"cloudy, low of 40F, high of 50F",friday,mountain view
22985,"snow, low of 30F, high of 40F",sunday,mountain view
23025,the 19th,date,meeting
23030,the 14th,date,yoga activity
23035,the 2nd,date,doctor appointment
23040,the 17th,date,lab appointment
23076,4 miles,distance,Travelers Lodge
